INAME	GENE	CHROMO	HongGuo SK1 mitosis MycMcd1 ChIP +NZ 	HongGuo SK1 mitosis NZ MycMcd1p ChIP
YKR048C	NAP1	11	  0.75	  0.63
iNx045I		14	  0.55	  0.54
iJx122I		10	  0.80	  0.70
YPR196W		16	  1.66	  1.74
YGL108C		7	  0.58	  0.63
YPL179W	PPQ1	16	  0.69	  0.65
YLR005W	SSL1	12	  9.44	  8.40
iCx059I		3	  9.10	 11.34
YBR245C	ISW1	2	  1.02	  1.06
iMx088I				  0.51
iIx165I		9	  0.82	  0.82
iEx242I		5	  0.69	  0.67
YPR197C		16	  1.46	  1.39
iOx271I		15	  0.72	  0.63
iEx308I		5	  1.37	  1.85
iOx337I		15	  0.52	  0.53
YGR125W		7	  0.79	  0.82
YLR006C	SSK1	12	  7.10	  5.60
YMR231W	PEP5	13	  0.66	  0.68
iDx285I		4	  1.41	  1.48
iJx391I		10	  1.24	  1.33
iDx017I		4	  0.98	  1.13
YKR049C		11	  0.72	  0.79
iNx046I		14	  0.41	  0.41
iJx123I		10	  0.69	  0.60
YLR274W	CDC46	12	  0.88	  0.88
iMx089I		13	  0.90	  0.95
iIx166I		9	  0.85	  0.94
iEx243I		5	  1.09	  1.17
YGR060W	ERG25	7	  1.73	  2.19
iOx272I		15	  0.66	  0.71
iEx309I		5	  0.52	  0.55
YGL043W	DST1	7	  0.89	  0.88
iOx338I		15	  0.97	
YGR126W		7	  1.16	  1.14
YGL109W		7	  0.77	  0.68
iOx004I		15	  1.17	  1.41
YMR232W	FUS2	13	  0.81	  0.86
iDx286I		4	  0.74	
YBR180W		2	  0.91	  0.94
iJx392I		10	  1.17	  0.98
YGR061C	ADE6	7	  1.76	  1.61
YGL044C	RNA15	7	  1.04	  1.04
iDx018I		4	  0.97	  0.98
YBR246W		2	  1.24	  1.27
YPR198W				  0.98
iNx047I		14	  0.40	
iJx124I		10	  0.52	  0.53
YLR275W	SMD2	12	  2.30	  2.55
iPx230I				  0.98
YHL001W	RPL14B	8	  3.61	  3.91
YBR181C	RPS6B	2	  0.92	  0.84
YLR007W		12	  1.53	  1.86
YBR247C	ENP1	2	  1.06	  1.02
iIx167I		9	  0.73	  0.73
iEx244I		5	  1.05	  1.04
YDR430C		4	  0.59	  0.60
YLR276C	DBP9	12	  1.84	  1.56
iOx273I		15	  0.88	
iKx350I		11	  1.69	  1.89
iOx339I		15	  2.97	  2.89
YGR127W		7	  2.22	  2.25
YLR008C		12	  1.66	  1.94
iOx005I		15	  1.09	
YMR233W		13	  0.67	  0.83
iDx287I		4	  1.26	  1.54
iJx393I		10	  0.46	  0.40
YGR062C	COX18	7	  0.82	  0.70
iDx019I		4	  0.49	  0.56
YGR128C		7	  1.40	  1.41
iNx048I		14	  0.59	  0.53
iJx125I		10	  1.19	  1.26
iPx231I		16	  1.18	  0.95
YHL002W		8	  3.21	  3.45
YBR182C	SMP1	2	  0.51	  0.49
YBR248C	HIS7	2	  0.56	  0.47
iIx168I		9	  0.51	  0.43
iEx245I		5	  0.55	  0.52
YLR277C	YSH1	12	  0.80	  0.76
iOx274I		15	  0.84	  0.80
iKx351I		11	  1.22	  1.20
YGL045W		7	  1.26	  1.21
YHL003C	LAG1	8	  4.93	  5.09
YMR234W	RNH1	13	  1.29	  1.20
iDx288I		4	  0.94	  0.99
iJx394I		10	  0.65	  0.51
YGR063C	SPT4	7	  0.65	  0.64
iJx060I		10	  0.99	  0.94
YDR431W		4	  0.48	  0.51
iNx049I				  0.50
iJx126I		10	  1.66	  1.63
YMR235C	RNA1	13	  0.93	  0.87
YHR020W		8	  0.92	  0.75
iPx232I		16	  1.14	  1.22
YLR009W		12	  1.98	  2.13
iEx180I		5	  1.04	  1.02
YBR249C	ARO4	2	  0.45	
iIx169I		9	  1.01	  1.31
iEx246I		5	  0.85	  0.89
YLR278C		12	  0.94	  1.04
iOx275I		15	  0.96	  0.84
iKx352I		11	  0.91	  0.91
YGL046W		7	  0.93	  0.97
YHR021C	RPS27B	8	  1.07	  1.02
YGR129W	SYF2	7	  0.80	  0.78
YNL110C		14	  0.58	  0.46
iOx007I		15	  0.80	
iDx289I		4	  0.97	  0.97
iJx395I		10	  1.01	  1.12
YBR183W	YPC1	2	  0.43	  0.38
iJx061I		10	  0.52	  0.52
YMR170C	ALD2	13	  0.82	  0.82
YDR432W	NPL3	4	  0.48	  0.49
iJx127I		10	  0.50	  0.49
iLx310I		12	  0.66	  0.55
iPx233I		16	  1.71	
YHL004W	MRP4	8	  4.75	  5.00
iEx181I		5	  0.84	  0.78
iEx247I		5	  0.40	  0.43
iOx276I		15	  0.71	  0.75
iKx353I		11	  0.43	  0.46
iGx430I		7	  1.38	  1.31
YGR064W		7	  0.77	  0.61
YGL047W		7	  0.63	  0.61
YHR022C		8	  0.49	  0.44
YHL005C		8	  1.28	  1.46
YNL111C	CYB5	14	  1.33	
iOx008I		15	  1.24	  1.54
YMR236W	TAF17	13	  0.54	  0.58
YBR184W				  0.93
iJx396I		10	  1.13	  1.04
YGR065C	VHT1	7	  0.57	  0.55
iJx062I		10	  1.02	  0.67
YGL048C	RPT6	7	  0.46	  0.42
YMR171C		13	  0.80	  0.68
iJx128I		10	  0.63	  0.60
YDR433W		4	  0.67	  0.67
YLR279W		12	  0.91	
iPx234I		16	  1.40	  1.26
iLx311I		12	  0.58	  0.56
YBR185C	MBA1	2	  0.64	
iEx182I		5	  0.57	  0.56
iEx248I		5	  0.63	  0.45
iOx277I		15	  1.01	
iKx354I		11	  1.02	  0.85
iGx431I		7	  1.30	  1.20
iKx020I		11	  1.48	  1.33
YHL006C		8	  1.12	  0.88
iOx009I		15	  1.10	  1.23
YMR237W		13	  0.62	  0.61
YCL060C		3	  0.70	  0.72
iJx397I		10	  1.43	  1.39
YGR066C		7	  0.86	  0.94
YMR294W-A		13	  1.19	  1.18
iLx580I		12	  1.57	  1.58
iJx063I		10	  0.88	  0.79
YGL049C	TIF4632	7	  0.97	  0.95
iFx140I		6	  1.22	  1.40
iJx129I		10	  0.53	  0.48
YDR434W		4	  1.02	  0.99
iDx800I		4	  0.93	  0.55
YDR100W		4	  1.06	  1.03
YHR023W	MYO1	8	  1.28	  1.16
iPx235I		16	  1.59	  1.78
iLx312I		12	  1.54	  1.53
YNL112W	DBP2	14	  0.90	  0.99
iEx183I		5	  0.48	  0.41
iEx249I		5	  0.57	  0.58
YDR435C		4	  1.38	  1.35
iOx278I		15	  1.14	  1.13
iKx355I		11	  1.69	  1.26
iGx432I		7	  2.45	
YDR101C		4	  0.85	  0.84
YHR024C	MAS2	8	  1.69	  1.76
iKx021I		11	  0.48	  0.52
YHL007C	STE20	8	  2.92	  2.50
YMR172W	HOT1	13	  0.57	  0.65
YMR238W	DFG5	13	  1.05	  1.10
YCL061C		3	  1.15	  1.18
iJx398I		10	  1.10	  0.99
YBR186W	PCH2	2	  1.08	  1.15
iLx581I		12	  1.28	  1.29
iJx064I		10	  0.76	  0.69
iFx141I		6	  0.97	  0.86
iPx170I		16	  1.30	  1.46
iDx801I		4	  0.54	  0.52
YMR239C	RNT1	13	  2.00	  1.95
iPx236I		16	  1.62	  1.75
iLx313I		12	  0.81	
YNL113W	RPC19	14	  0.62	  0.58
iEx184I		5	  0.88	  0.89
YDR370C		4	  0.54	  0.49
iKx290I		11	  0.97	  0.98
iOx279I		15	  1.18	  1.30
iKx356I		11	  0.40	  0.41
iGx433I		7	  0.89	  0.97
YDR102C		4	  0.90	  0.81
YML090W		13	  0.47	  0.45
YHL008C		8	  5.03	  5.55
YMR173W	DDR48	13	  0.64	  0.64
iKx022I		11	  1.26	  1.11
YNL114C		14	  0.53	
iJx399I		10	  1.16	  1.30
YBR187W		2	  0.64	  0.66
YCR024C-A	PMP1	3	  0.64	  0.71
YGR068C		7	  0.63	  0.63
YML091C	RPM2	13	  0.76	  0.88
iLx582I		12	  1.21	  1.51
iJx065I		10	  0.40	  0.39
iFx142I		6	  0.89	  0.87
YMR174C	PAI3	13	  0.89	  0.76
iPx171I		16	  0.93	  0.95
YDR436W	PPZ2	4	  0.82	  0.73
iDx802I		4	  0.54	  0.54
iPx237I		16	  1.88	  1.90
iLx314I		12	  0.65	  0.68
YBR188C	NTC20	2	  0.66	  0.56
iEx185I		5	  0.71	  0.77
iKx291I		11	  0.61	  0.71
YCL062W		3	  0.91	  0.87
YDL020C	RPN4	4	  1.09	  1.18
iKx357I		11	  0.36	  0.33
iGx434I		7	  0.93	  0.88
iKx023I		11	  0.77	  0.68
iGx100I		7	  0.86	  0.88
YHL009C	YAP3	8	  2.44	  2.29
YNL115C		14	  1.04	  1.07
YCRX10W		3	  2.03	  2.16
YML092C	PRE8	13	  2.99	  3.36
YDR371W		4	  0.91	  0.94
iBx220I		2	  0.66	  0.44
iFx143I		6	  0.67	
iPx172I		16	  0.81	  0.68
YDR437W		4	  0.68	  0.63
iDx803I		4	  1.73	  1.49
YDR103W	STE5	4	  1.24	  1.30
iPx238I		16	  0.97	  1.02
iLx315I		12	  0.65	
YHR026W	PPA1	8	  0.71	  0.66
iEx186I		5	  0.58	  0.72
YDR372C		4	  2.22	  2.27
YCR080W		3	  0.54	  0.50
iKx292I		11	  0.78	  0.94
YCL063W		3	  0.62	  0.59
iKx358I		11	  1.82	  1.77
iGx435I		7	  0.73	  0.71
YGR069W		7	  1.09	  0.95
YHR027C				  1.51
YDR104C		4	  0.99	  1.12
YNL050C		14	  1.73	  1.57
iKx024I				  1.64
iGx101I		7	  0.76	  0.79
YMR175W	SIP18	13	  0.59	  0.62
YCRX11W		3	  0.91	
YCL064C	CHA1	3	  1.05	  1.05
YBR189W	RPS9B	2	  0.63	  0.65
iJx067I		10	  0.60	  0.49
iBx221I		2	  0.87	  0.94
iFx144I		6	  0.79	  0.73
iLx250I				  1.09
iPx173I		16	  0.87	  0.80
YDL021W	GPM2	4	  1.97	  2.06
YDR438W		4	  0.85	  0.79
iDx804I		4	  0.74	  0.82
iLx316I		12	  0.84	  0.85
YNL116W		14	  0.96	
iEx187I		5	  0.74	  0.77
YCR081W	SRB8	3	  0.93	  0.88
iKx293I		11	  0.88	  0.93
iGx370I		7	  0.75	  0.69
iKx359I		11	  0.56	  0.50
iGx436I		7	  0.73	
YIL170W	HXT12	9	  0.83	  0.86
YDR105C		4	  0.56	  0.55
YHR028C	DAP2	8	  0.88	  0.89
YML093W		13	  1.52	  1.49
iKx025I		11	  0.89	  0.80
iGx102I		7	  0.65	  0.63
YMR176W	ECM5	13	  1.06	  1.03
YCRX12W		3	  0.73	  0.76
iJx068I		10	  2.29	  2.50
YDR373W	FRQ1	4	  0.78	  0.66
iBx222I		2	  0.94	  1.09
iFx145I		6	  1.54	  1.46
iLx251I				  0.84
iPx174I		16	  1.16	  1.23
YDL022W	GPD1	4	  0.75	  0.86
YDR439W	LRS4	4	  1.45	  0.88
YOR360C	PDE2	15	  1.46	  1.43
iDx805I		4	  0.70	
iLx317I		12	  2.61	  2.88
YNL051W		14	  1.53	
YNL117W	MLS1	14	  0.49	  0.44
iEx188I		5	  0.72	  0.68
YDR374C		4	  0.94	  1.02
YCR082W		3	  2.35	  2.02
iKx294I		11	  0.99	  1.12
iGx371I		7	  0.61	  0.57
YCL065W		3	  1.27	  1.21
YDR040C	ENA1	4	  1.09	  1.19
YDL023C		4	  0.69	  0.64
iGx437I		7	  0.70	  0.68
YIL171W	HXT12	9	  0.84	  0.83
YHR029C				  0.83
YML094W	GIM5	13	  0.74	  0.76
iGx103I		7	  1.32	  1.30
YMR177W	MMT1	13	  0.83	  0.97
iKx026I		11	  0.98	  1.20
YNL118C	DCP2	14	  0.85	  0.90
YCRX13W		3	  1.01	  1.04
iFx080I		6	  7.16	  7.15
YIL172C		9	  1.94	  2.02
YML095C	RAD10	13	  0.78	  0.63
iJx069I		10	  0.59	  0.61
iBx223I		2	  0.65	  0.62
iDx740I		4	  1.19	  1.34
iFx146I		6	  1.59	  1.89
iPx175I		16	  0.74	  0.81
iLx252I		12	  1.10	
YOR361C	PRT1	15	  0.59	
iDx806I		4	  0.79	  0.85
YDR106W	ARP10	4	  0.52	  0.54
iLx318I		12	  1.23	  1.23
YNL052W	COX5A	14	  0.77	  0.67
iEx189I		5	  0.81	
YDR375C	BCS1	4	  0.68	  0.62
iKx295I		11	  0.72	  0.81
iGx372I		7	  1.06	  1.08
YCR083W	TRX3	3	  2.10	  2.32
YCL066W	HMLALPHA1	3	  1.10	  1.12
YDL024C		4	  0.81	  0.89
iGx438I		7	  0.42	  0.52
YDR107C		4	  1.06	  0.83
YJL130C	URA2	10	  1.96	  1.96
iKx027I		11	  0.74	  0.80
iGx104I		7	  0.81	  0.77
YMR178W		13	  0.89	  0.88
iMx210I		13	  0.95	  0.75
YCR084C	TUP1	3	  0.90	  0.80
YCRX14W		3	  0.90	  0.82
YOL010W		15	  3.31	  3.67
YCL067C	HMLALPHA2	3	  1.00	  1.31
YHR139C-A		8	  1.91	  2.09
iFx081I		6	  3.89	  3.04
iBx224I		2	  0.52	  0.46
iDx741I		4	  0.82	  0.94
iFx147I		6	  0.65	  0.75
YDR041W		4	  0.95	  0.76
iPx176I		16	  1.36	  1.63
YOR362C	PRE10	15	  0.60	  0.48
YNR070W		14	  1.09	  1.05
iLx319I		12	  0.76	  0.76
YNL053W	MSG5	14	  0.61	  0.68
YNL119W		14	  1.16	  1.25
iKx296I		11	  0.87	  1.07
iGx373I		7	  1.07	  1.20
YDR042C		4	  1.05	  1.13
YDL025C		4	  1.70	  1.58
iGx439I		7	  0.68	  0.66
YNR071C		14	  1.61	  1.57
YIL173W	VTH1	9	  0.63	  0.67
YML096W		13	  0.85	  0.82
YJL131C		10	  2.58	  2.51
iKx028I		11	  0.84	  0.94
iGx105I		7	  0.76	  0.77
YMR179W	SPT21	13	  1.17	  1.15
iMx211I		13	  1.00	  1.16
YCRX15W		3	  0.89	
YOL011W	PLB3	15	  1.09	  1.13
YCL068C		3	  1.18	  1.21
iFx082I		6	  3.45	  4.08
YML097C	VPS9	13	  0.62	  0.63
YDR376W	ARH1	4	  0.52	  0.49
iBx225I		2	  1.54	  1.88
iDx742I		4	  1.38	  1.30
iFx148I		6	  0.80	  0.62
iPx177I		16	  0.73	  0.63
YOR363C	PIP2	15	  1.19	  1.08
iDx808I		4	  1.67	  1.52
YDR108W	GSG1	4	  1.08	  1.10
YCRX16C		3	  0.52	
YNL054W	VAC7	14	  0.65	  0.59
YOL012C	HTA3	15	  0.76	  0.57
iKx297I		11	  0.95	  0.92
iGx374I		7	  1.00	  0.86
YCR085W		3	  0.73	
YDR043C	NRG1	4	  0.54	  0.54
iMx480I		13	  1.19	  1.25
iGx040I		7	  0.69	  0.67
YDR109C		4	  1.56	  1.50
YIL174W		9	  1.23	  1.18
YNL055C	POR1	14	  0.55	  0.57
iKx029I		11	  0.64	  0.70
iGx106I		7	  0.44	  0.52
iBx160I		2	  1.08	
iFx083I		6	  4.66	  5.68
YDR377W	ATP17	4	  0.78	  0.59
iBx226I		2	  1.01	  0.92
iDx743I		4	  1.16	  1.23
iFx149I		6	  1.03	  1.08
iLx255I		12	  1.11	  1.13
iPx178I		16	  2.50	  2.65
YDL026W		4	  0.76	  0.72
iDx809I		4	  0.71	  0.70
YNR072W				  0.82
YJL132W		10	  2.17	  2.22
YOL013C	HRD1	15	  1.26	  1.15
iKx298I		11	  2.05	  1.76
iGx375I		7	  1.18	  1.19
YCR086W		3	  0.44	  0.49
YCL069W		3	  1.29	  1.07
iMx481I		13	  1.32	
iGx041I		7	  0.84	  0.81
YDL027C		4	  0.81	  0.70
YJR150C	DAN1	10	  1.54	  1.33
YNR073C		14	  0.95	  0.94
YIL175W		9	  1.48	  1.26
YML098W	TAF19	13	  0.70	  0.71
iGx107I		7	  0.39	  0.39
YER001W	MNN1	5	  3.78	  4.53
iMx213I		13	  0.85	  0.86
YOR364W		15	  0.64	
YCR097WA		3	  1.36	  1.22
YOR030W	DFG16	15	  0.77	  0.88
YCRX17W		3	  0.76	  0.63
YCR097WB		3	  1.11	  1.20
iBx161I		2	  0.75	  0.82
iFx084I		6	  4.64	  6.17
iLx190I		12	  0.84	  0.82
YIL176C		9	  1.67	  1.60
YML099C	ARG81	13	  0.72	  0.73
iBx227I		2	  0.85	  0.96
iDx744I		4	  1.20	  1.29
YDR044W	HEM13	4	  1.01	  1.09
iLx256I		12	  1.08	  1.20
iPx179I		16	  0.67	  0.65
iDx410I		4	  0.59	  0.63
YOR365C		15	  0.65	  0.64
YJL133W	MRS3	10	  0.85	  0.77
YCRX18C		3	  1.13	  1.16
YNL056W		14	  0.76	  0.70
iKx299I		11	  0.71	  0.66
iGx376I		7	  0.62	  0.53
YCR087W		3	  0.78	  0.66
YDR045C	RPC11	4	  1.13	  1.23
iMx482I		13	  0.84	  0.89
iGx042I		7	  0.93	  1.11
YDL028C	MPS1	4	  1.93	  2.12
YJR151C		10	  0.95	  1.01
YNR074C		14	  0.64	  0.65
iGx108I		7	  0.78	  0.83
YER002W		5	  6.75	  6.50
YPL240C	HSP82	16	  0.80	  0.84
iMx214I		13	  0.83	  0.71
YOR031W	CRS5	15	  0.91	  0.86
YOL014W		15	  1.24	  1.30
iBx162I		2	  1.19	  1.29
iFx085I		6	  2.17	  1.65
iLx191I		12	  2.35	  2.35
YIL177C		9	  1.46	  1.42
YDR379W	RGA2	4	  0.57	  0.59
iBx228I		2	  1.13	  1.16
iDx745I		4	  0.50	  0.48
iDx411I		4	  0.63	  0.56
YER003C	PMI40	5	  4.58	  6.07
YJL134W	LCB3	10	  0.66	  0.59
YOR032C	HMS1	15	  0.88	  0.96
YNL057W		14	  0.71	  0.67
YLR400W		12	  0.61	  0.61
iGx377I		7	  0.70	  0.60
YCR088W	ABP1	3	  0.55	  0.57
YDR046C	BAP3	4	  0.68	  0.78
iMx483I		13	  0.59	  0.61
iGx043I		7	  0.59	  0.56
iCx120I		3	  0.72	  0.66
YNL058C		14	  0.59	  0.57
iGx109I		7	  0.65	  0.53
YPL241C	CIN2	16	  0.55	  0.53
iMx215I		13	  0.71	  0.84
YOR366W		15	  0.94	  0.94
YLR401C		12	  0.60	  0.61
YCRX19W		3	  0.63	  0.48
YOL015W		15	  1.41	  1.37
iBx163I		2	  0.73	  0.73
iDx680I		4	  0.80	
iFx086I		6	  1.73	  2.25
iLx192I		12	  1.08	  1.14
iBx229I		2	  1.58	  1.53
iDx746I		4	  1.17	  1.28
iDx412I		4	  0.99	  1.26
YDL029W	ARP2	4	  1.57	  1.81
YJR152W	DAL5	10	  1.01	  0.91
YNR075W	COS10	14	  0.69	  0.65
iHx001I		8	  1.18	  1.08
YJL135W		10	  0.59	  0.55
YOR033C	DHS1	15	  1.67	  1.62
YOL016C	CMK2	15	  1.29	  1.33
iGx378I		7	  0.70	  0.59
YCR089W	FIG2	3	  1.18	  1.09
YJL070C		10	  1.09	  1.26
iMx484I		13	  0.77	
iGx044I		7	  1.26	  1.42
iCx121I		3	  0.59	  0.60
iMx150I		13	  1.38	  1.48
YJL136C	RPS21B	10	  0.53	  0.43
YNL059C	ARP5	14	  1.49	  1.37
YER004W		5	  1.46	  1.45
YPL242C	IQG1	16	  1.32	  1.41
iMx216I		13	  1.34	  1.49
YOR367W	SCP1	15	  1.07	  1.07
iBx164I		2	  0.54	  0.54
iDx681I		4	  1.37	  1.33
iFx087I		6	  3.65	  3.13
iLx193I		12	  0.86	  0.89
iHx270I		8	  0.96	  1.02
iDx747I		4	  0.87	  0.88
iLx259I		12	  1.27	  1.16
YDR047W	HEM12	4	  0.94	  0.87
iDx413I		4	  0.35	  0.56
iHx002I		8	  1.05	  1.19
YJR153W	PGU1	10	  1.11	  1.07
YNR076W	PAU6	14	  1.49	  1.42
YOR034C	AKR2	15	  1.33	  1.33
YLR402W		12	  0.69	  0.45
iGx379I		7	  0.99	  0.98
YDR048C		4	  0.69	  0.77
iMx485I		13	  0.42	  0.41
iGx045I		7	  1.36	  1.13
iCx122I		3	  0.66	  0.66
YNR077C		14	  1.52	  1.71
iMx151I		13	  1.53	  1.58
YJL137C	GLG2	10	  0.63	  0.52
YER005W	YND1	5	  1.78	  2.05
iMx217I		13	  1.13	  1.02
YOR368W	RAD17	15	  1.33	  1.42
iOx400I		15	  1.53	  1.75
iBx165I				  1.35
YOL017W		15	  1.91	  1.83
iFx088I		6	  2.09	  2.21
iDx682I		4	  0.80	  0.84
iLx194I		12	  0.93	  0.89
iHx271I		8	  0.68	  0.73
iDx748I		4	  0.93	  0.72
YJL071W	ARG2	10	  1.29	  1.28
iDx414I		4	  0.77	  0.78
YOR369C	RPS12	15	  0.84	  0.78
iHx003I		8	  1.40	  1.47
YJR154W		10	  1.33	  1.50
YOR035C	SHE4	15	  0.76	  0.68
YOL018C	TLG2	15	  1.96	  1.83
YPL243W	SRP68	16	  1.22	  1.29
YLR403W	SFP1	12	  0.78	  0.90
YJL072C		10	  0.84	  0.75
iMx486I		13	  0.44	
iGx046I		7	  0.83	  0.69
iCx123I		3	  0.84	  0.86
iMx152I		13	  0.65	  0.63
YJL138C	TIF2	10	  0.47	  0.47
YER006W		5	  2.60	  2.69
YPL244C		16	  0.91	  0.76
iMx218I		13	  0.71	
iOx401I		15	  0.87	  1.03
iBx166I		2	  0.72	  0.79
iDx683I		4	  0.78	  0.78
iFx089I		6	  3.26	  3.69
iLx195I		12	  0.87	  0.84
iHx272I		8	  0.64	  0.61
iDx749I		4	  1.19	  1.27
YAL001C	TFC3	1	 11.06	 10.00
YDR049W		4	  1.70	  1.88
iDx415I		4	  0.50	  0.54
YJR155W				  0.94
iHx004I		8	  1.38	  1.45
iNx110I		14	  0.81	  0.55
YLR404W		12	  1.22	  1.31
YJR090C	GRR1	10	  1.11	  1.03
iMx487I		13	  1.30	  0.95
iGx047I		7	  0.57	  0.60
iCx124I		3	  0.88	  1.09
YJR156C	THI11	10	  1.65	  1.68
iMx153I		13	  0.99	  0.92
iIx230I		9	  0.61	  0.72
YJL139C	YUR1	10	  1.08	  1.04
YER007W	PAC2	5	  5.88	  5.70
iMx219I		13	  0.73	  0.82
YKL030W		11	  1.02	  0.82
iOx402I		15	  1.00	  1.17
YOR036W	PEP12	15	  0.77	  0.70
YOL019W		15	  2.06	  1.84
iBx167I		2	  0.44	  0.45
iDx684I		4	  0.49	  0.60
iLx196I		12	  0.81	  0.75
iHx273I		8	  1.63	  1.35
iDx350I		4	  0.63	  0.72
iDx416I		4	  1.66	  2.06
YER008C	SEC3	5	  1.33	  1.30
YJL073W	JEM1	10	  0.78	  0.77
iHx005I		8	  1.30	  1.21
iNx111I				  0.69
YPL245W		16	  0.70	  0.78
YLR405W		12	  1.94	  2.04
YJR091C	JSN1	10	  0.72	  0.87
YJL074C	SMC3	10	  1.06	  1.01
iCx125I		3	  1.10	  1.28
iMx488I		13	  0.80	  0.73
iGx048I		7	  0.58	  0.56
iMx154I		13	  0.76	  0.72
iIx231I		9	  1.00	  0.92
YAL002W				  8.54
YPL246C		16	  0.48	  0.46
YKL031W		11	  0.83	  0.82
YLR406C	RPL31B	12	  0.99	  0.92
iOx403I		15	  1.19	  1.10
YOR037W	CYC2	15	  1.01	  1.04
iBx168I		2	  0.78	  0.78
iDx685I		4	  0.91	  1.08
iLx197I		12	  0.79	  0.78
iHx274I		8	  1.25	  1.20
iDx351I		4	  1.21	  1.20
YAR020C	PAU7	1	  1.36	  1.53
iNx380I		14	  0.58	  0.66
iDx417I		4	  0.74	  0.88
YKL032C	IXR1	11	  1.30	  1.36
iHx006I		8	  1.36	  1.29
YJR157W		10	  2.11	  2.15
YOR038C	HIR2	15	  1.04	  1.06
YPL180W		16	  0.50	  0.46
iNx112I		14	  0.93	  0.89
YLR340W	RPP0	12	  0.86	  0.77
iCx060I		3	  1.23	  1.43
YJL075C		10	  2.15	  2.14
iMx489I				  0.59
iGx049I		7	  0.79	  0.73
iCx126I		3	  1.52	  1.57
iMx155I		13	  0.57	  0.50
iIx232I		9	  1.15	  1.40
YAL003W	EFB1	1	  0.92	  0.93
YPL247C		16	  0.77	  0.64
YER009W	NTF2	5	  0.66	  0.63
iOx404I		15	  0.76	  0.80
iBx169I		2	  2.32	  2.28
iDx686I		4	  2.13	  2.76
iLx198I		12	  0.81	  0.76
iHx275I		8	  1.33	  1.51
iDx352I		4	  0.67	  0.60
iNx381I		14	  0.57	  0.53
YJR092W	BUD4	10	  1.06	  1.11
iDx418I		4	  1.50	  1.54
YGL110C		7	  1.32	  1.37
iHx007I		8	  1.14	  1.23
YJR158W	HXT16	10	  0.83	  0.89
YPL181W		16	  0.55	  0.55
iNx113I		14	  0.80	  0.79
YLR341W		12	  0.48	  0.54
YLR407W		12	  0.73	  0.78
iCx061I		3	  2.26	  1.90
YJR093C	FIP1	10	  0.99	  1.26
iMx090I		13	  1.03	  1.11
iCx127I		3	  0.56	  0.52
YPL182C		16	  0.48	  0.49
iMx156I		13	  1.36	  1.44
iIx233I		9	  0.71	  0.79
iEx310I		5	  0.46	  0.52
YAL004W		1	  1.28	  1.38
YKR050W	TRK2	11	  1.50	  1.40
YPL248C	GAL4	16	  0.59	  0.60
YKL033W		11	  1.91	  2.09
YLR408C		12	  0.91	  0.92
iOx405I		15	  1.57	  1.62
YOR039W	CKB2	15	  0.72	  0.66
iDx687I		4	  0.71	  0.46
iLx199I		12	  0.78	  0.90
iHx276I		8	  0.99	  1.04
iDx353I		4	  0.92	  0.95
YAL005C	SSA1	1	  1.35	  1.29
iNx382I		14	  1.15	  1.23
iDx419I		4	  0.74	  0.67
YJL076W	NET1	10	  0.79	  0.74
iHx008I		8	  0.85	  0.93
YJR159W	SOR1	10	  0.80	
iNx114I		14	  0.94	  0.81
YLR342W	FKS1	12	  0.85	  0.84
YMR300C	ADE4	13	  0.77	  0.77
iCx062I		3	  2.02	  2.24
YJR094C	IME1	10	  0.71	  0.83
iMx091I		13	  1.02	  1.16
YJL077C	ICS3	10	  0.50	  0.40
iCx128I		3	  0.50	  0.47
YPL183C		16	  0.59	  0.63
iMx157I		13	  1.47	  1.57
iIx234I		9	  0.45	  0.50
iEx311I		5	  1.19	  1.23
iOx340I		15	  0.50	  0.43
YKR051W		11	  2.43	  2.54
YPL249C		16	  0.78	  0.69
YGL111W		7	  1.00	  0.97
YKL034W		11	  1.02	  1.07
YLR409C		12	  0.98	  1.00
iOx406I		15	  0.82	  0.83
iDx688I		4	  0.58	  0.70
iHx277I		8	  3.38	  3.66
iDx354I		4	  0.86	  0.87
YAR023C		1	  1.46	  1.38
iNx383I		14	  2.56	  3.65
iDx020I		4	  1.00	  1.01
YKR052C	MRS4	11	  1.63	  1.59
YGL112C	TAF60	7	  1.20	  1.27
iHx009I		8	  0.89	  0.93
YMR075C-A		13	  2.79	  2.97
iNx115I				  0.26
YLR343W		12	  1.27	  1.46
YMR301C	ATM1	13	  0.67	  0.73
iCx063I		3	  2.18	  2.66
iMx092I		13	  0.68	  0.82
YJL078C	PRY3	10	  0.42	  0.40
iCx129I		3	  1.20	  1.20
YPL184C		16	  0.70	  0.70
iMx158I		13	  1.37	  1.56
iIx235I		9	  1.92	  1.85
iEx312I		5	  0.98	  1.27
iOx341I		15	  0.74	  0.79
YKL035W	UGP1	11	  0.81	  0.83
YLR010C		12	  2.21	  2.58
iOx407I		15	  2.06	  1.94
iDx689I		4	  1.00	  1.03
iHx278I		8	  0.79	  1.01
iNx384I		14	  1.71	  2.03
YAL007C	ERP2	1	  1.62	  1.70
YJR095W	SFC1	10	  0.96	  1.00
iDx021I		4	  0.93	  1.00
YGR130C		7	  0.72	  0.75
YKR053C	YSR3	11	  1.20	
iNx050I		14	  1.34	  1.54
YKL036C		11	  0.97	  0.69
iNx116I		14	  1.60	  1.54
YLR344W	RPL26A	12	  0.87	  0.88
YMR302C	PRP12	13	  0.80	  0.80
