INAME	GENE	CHROMO	SIMR_UP2_226	SIMR_UP2_187FR
iPx180I			0.83	0.99
iDx811I			0.72	1.8
iPx246I			0.37	2.05
iLx323I			0.92	0.87
YHL017W			2.02	0.51
YBR197C			0.54	1.79
YNL123W			1.09	0.68
iEx194I			0.66	1.21
iAx003I			0.89	0.44
iOx289I			0.45	1.85
iKx366I			0.46	2.17
iGx443I			0.47	1.79
iKx032I			4.64	0.24
iGx509I			0.43	1.88
YGR078C	PAC10		0.49	1.51
iJx075I			1.11	0.56
YDR380W			0.69	1.46
iFx152I			1.07	1.07
iPx181I			0.78	1.15
YDR446W	ECM11		1.49	0.81
iDx812I			0.54	2.17
YDR112W			0.75	1.41
iPx247I			0.43	1.94
iLx324I			1.02	0.74
YHR035W			0.56	1.8
YHL018W			0.59	1.3
YBR198C	TAF90		0.59	1.84
YJL201W	ECM25		1.35	0.76
YNL124W			0.66	1.71
iEx195I			0.91	0.81
YDR447C	RPS17B		0.8	1.24
iKx367I			0.5	1.94
iGx444I			0.71	1.39
YDR113C	PDS1		0.64	1.59
iKx033I			0.69	1.49
YHL019C	APM2		0.69	1.48
YMR184W			0.61	1.75
iGx110I			0.59	1.72
YJL202C			0.42	2.15
YNL125C	ESBP6		1.47	0.62
YCR090C			1.14	0.84
YCL073C			1.33	0.77
iJx076I			0.86	0.94
YDR381W	YRA1		0.74	1.21
iBx230I			0.81	1.43
iFx153I			1.17	0.89
iPx182I				0.65
iDx813I			0.46	1.85
iPx248I			0.44	1.72
iLx325I			1.17	0.9
YHR036W			0.63	1.76
YHR001W-A	QCR10		1.53	0.62
YOR100C	CRC1		0.71	1.51
iEx196I			0.81	1.13
iAx005I			1.19	0.53
iKx368I			0.51	1.67
iGx445I			0.56	1.47
YGR079W			0.71	1.72
YDR114C			0.67	1.45
iKx034I			0.5	2.02
YMR185W			0.64	1.68
iGx111I			0.94	1.25
YBR199W	KTR4		0.6	1.28
iJx077I			0.98	0.91
YDR382W	RPP2B		0.81	1.26
iBx231I			0.68	1.51
iFx154I			1.28	0.79
iPx183I			0.68	1.41
iLx260I			0.74	1.77
YDL031W	DBP10		0.64	1.11
YDR448W	ADA2		0.7	1.39
iDx814I			1.88	0.69
iPx249I			0.69	1.18
iLx326I			1.42	0.75
YHR037W	PUT2		1.63	0.75
YJL203W	PRP21		0.46	2.38
YNL126W	SPC98		1.83	0.71
iEx197I			0.54	1.4
YDR383C			1.68	0.71
YCR091W	KIN82		1.59	0.76
iGx380I			0.48	2.05
YCL074W			0.93	1
YDR449C			0.52	1.42
iKx369I			0.61	1.65
iGx446I			1.41	0.91
iGx112I			1.15	0.93
iKx035I			0.61	1.65
YMR186W	HSC82		1.15	0.93
YJL204C			0.54	1.6
YCR092C	MSH3		1.47	0.6
YOR101W	RAS1		0.63	1.76
iJx078I			0.65	1.25
iBx232I			0.9	0.93
iFx155I			1.16	0.91
YMR187C			2.27	0.37
iPx184I			1.33	0.66
iLx261I			0.69	1.23
YDL032W			0.54	1.63
YOR370C	MRS6		0.67	1.67
iDx815I			1.3	0.68
YDR115W			0.73	1.28
iLx327I			1.22	0.69
YHR038W	FIL1		3.3	0.27
YNL061W	NOP2		1.18	0.66
YNL127W			0.63	1.79
iEx198I			0.56	1.23
YDR384C			0.98	1.03
iGx381I			0.4	2.15
YDR050C	TPI1		0.93	0.76
YCL075W			0.84	1.1
YDL033C			0.42	1.79
iGx447I			1.09	0.73
YHR039C				0.75
YDR116C			0.41	1.89
YNL062C	GCD10		0.75	1.25
iKx036I			0.56	1.68
iGx113I			1.3	0.98
iFx090I			1.43	0.68
YOR102W			0.72	1.56
iJx079I			0.86	1.25
iBx233I			1.01	1.1
iDx750I			1.11	1.16
iFx156I			0.52	1.72
YMR188C			0.88	1.02
iLx262I			0.87	0.74
iPx185I			0.5	1.78
YOR371C			0.51	1.99
iDx816I			1.05	1.11
iLx328I			1.29	0.78
YOR103C	OST2		0.63	1.54
YNL128W	TEP1		0.59	1.78
iEx199I			3.83	0.28
iGx382I			0.42	2.24
YDR051C				1.37
YCL076W			1.29	0.95
iAx008I			2.06	0.57
iGx448I			0.63	1.44
YDR117C			0.5	2.02
iKx037I			0.63	1.9
iGx114I			0.65	1.56
iMx220I			0.62	1.37
YJL206C			0.55	1.74
YOL020W	TAT2		0.56	1.64
iFx091I			2.01	0.44
YDR385W	EFT2		0.54	1.53
iBx234I			0.6	1.34
iDx751I			1.79	0.64
iFx157I			1.21	0.91
iPx186I			0.58	1.83
iLx263I			4.31	0.25
YDL034W			0.69	1.19
YOR372C	NDD1		0.64	2.03
iDx817I			0.59	1.91
iLx329I			1.1	0.69
YJL140W	RPB4		0.78	1.23
YNL063W			0.72	1.41
YOL021C	DIS3		0.72	1
YNL129W			0.57	1.64
YCR094W	CDC50		1.19	0.72
iGx383I			0.77	1.7
YDR052C				0.63
iAx009I			1.97	0.73
iGx449I			1.35	0.81
YJL141C	YAK1		1.72	0.59
YNL064C	YDJ1		2.13	0.57
iKx038I			0.57	1.54
YMR189W	GCV2		2.1	0.55
iGx115I			0.6	1.52
iMx221I			2.66	0.34
YJL207C			0.72	1.04
YCR095C			1.08	0.74
iFx092I			1.91	0.54
YOR104W			0.46	1.86
YDR386W	MUS81		2.65	0.36
iBx235I			0.65	1.74
iDx752I			0.99	1.05
iFx158I			1.78	0.68
iLx264I			4.14	0.25
iPx187I			1.58	0.58
iDx818I			1.05	0.76
YER010C			0.63	1.59
YDR118W	APC4		0.49	2.49
YOL022C			2.62	0.34
YDR387C			2.32	0.46
iGx384I			0.64	1.39
iMx490I			2.5	0.25
YDL036C			0.7	1.32
iGx050I			0.6	1.82
YJL142C			3.03	0.29
iKx039I			0.57	1.29
iGx116I			0.94	1.12
iMx222I			0.61	0.92
YJL208C	NUC1		3.23	0.36
YOR373W	NUD1		0.59	1.26
YCR096C	A2		1.38	0.66
iBx170I			1.06	1.01
iFx093I			1.55	0.68
YOR105W			0.47	1.74
iBx236I			0.47	1.81
iDx753I			0.76	1.3
iFx159I			1.41	0.56
YDR053W			0.63	1.27
iLx265I			3.28	0.29
iPx188I			0.42	1.79
YMR193C-A			0.58	1.81
iDx819I			0.9	1.46
YDR119W			0.76	1.14
YNL065W			1.6	0.75
YKL100C			2	0.58
iGx385I			0.62	1.51
YDR054C	CDC34		1.44	0.62
iMx491I			0.56	1.79
YDL037C			0.62	1.15
iGx051I			0.65	1.44
YJR160C				0.88
iGx117I			0.66	1.42
YER011W	TIR1		0.89	0.95
iMx223I			0.48	1.3
YOR374W	ALD4		1.14	1.03
YML035C-A			0.63	1.39
YOR040W	GLO4		0.67	1.77
YOL023W	IFM1		2.33	0.51
iBx171I			4.22	0.26
iFx094I			1.59	0.7
YOR106W	VAM3		0.63	1.75
YDR388W	RVS167		0.64	1.78
iBx237I			0.48	2.06
iDx754I			0.5	1.93
iPx189I			0.52	1.57
iLx266I			1.55	0.71
iDx420I			0.52	1.85
YOR375C	GDH1		0.75	1.14
YJL143W	TIM17		2.08	0.48
YOR041C			0.59	1.65
YNL066W	SUN4		0.57	1.7
YJL209W	CBP1		2.86	0.42
iGx386I			0.89	1.18
iMx492I			0.51	2.04
YDL038C			0.87	1.14
iGx052I			1.22	0.55
YJR161C	COS5		1.34	1.13
iGx118I			0.96	0.87
YER012W	PRE1		0.74	1.45
YPL250C			0.61	1.31
iMx224I			0.56	1.4
YCR098C	GIT1		1.19	0.77
YKL101W	HSL1		2.29	0.35
YOL024W			0.75	1.2
iBx172I			1.87	0.7
iFx095I			2.54	0.33
YOR107W			0.52	1.83
YDR389W	SAC7		1.7	0.67
iBx238I			1.52	0.56
iDx755I			1.57	0.7
iLx267I			1.47	0.81
YDR055W	PST1		0.47	1.75
iDx421I			0.61	1.55
iHx010I			1.76	0.91
YJL144W			1.12	0.9
YNL067W	RPL9B		0.48	1.68
YKL102C			0.5	1.9
YLR410W	VIP1		0.64	1.56
iGx387I			0.41	1.65
YDR056C			0.53	1.63
iMx493I			0.57	1.88
YDL039C			0.9	0.97
iCx130I			0.65	1.71
iGx053I			0.69	1.34
YJR162C			1.91	0.85
YNL068C	FKH2		0.67	1.73
iGx119I			0.78	1.37
YER013W	PRP22		1.16	1.04
iMx225I			1.3	0.74
YOR376W			0.71	
YCR099C			0.77	1.25
YOR042W			0.67	2.21
iDx690I				0.89
YOL025W	LAG2		0.78	1.44
iBx173I			0.79	1.47
iFx096I			3.11	0.27
YOR108W			0.52	2.08
iBx239I			0.47	1.32
iDx756I			1.12	1.03
iLx268I			1.04	0.75
iDx422I			0.79	1.25
iHx011I			0.93	0.92
YJL145W			0.76	1.21
YKL103C	LAP4		0.6	2.47
YOL026C			0.48	1.86
YPL251W			1.78	0.6
YLR411W	CTR3		1.52	0.84
iGx388I			0.81	1.14
YJL080C	SCP160		0.95	1.24
iCx131I			0.74	0.84
iMx494I			0.54	1.91
iGx054I			0.67	1.2
iMx160I			3	0.24
YNL069C	RPL16B		1.05	0.79
YER014W	HEM14		1.55	0.78
YPL252C	YAH1		1.47	0.67
iMx226I			1.4	0.67
YOR377W	ATF1		1.33	0.93
YOR043W	WHI2		0.73	1.47
iBx174I			0.79	1.45
iDx691I			0.66	1.48
iFx097I			2.59	0.37
YOR109W	INP53		0.58	1.27
iHx280I			0.5	1.92
iDx757I			1.5	0.49
iLx269I			0.57	1.76
YDR057W			1.04	1.1
iDx423I			1.65	0.58
iHx012I			1.33	0.66
YJL146W	IDS2		0.58	1.7
YKL104C	GFA1		0.57	1.65
YOL027C			0.71	1.52
YLR412W			0.78	1.38
iGx389I			0.64	1.35
YDR058C	TGL2		1.27	0.85
YPR001W	CIT3		2.13	0.55
YJL081C	ARP4		3.04	0.41
iMx495I			0.54	1.35
iCx132I			0.73	1.56
iGx055I			0.66	1.31
iMx161I			0.73	0.99
YJL147C			0.84	1.34
YER015W	FAA2		1.97	0.64
iMx227I			0.77	0.95
YOR378W			0.67	1.82
iOx410I			1.79	0.6
YOR044W			1.39	0.74
iDx692I			0.65	1.11
iFx098I			1.72	0.62
iHx281I			0.67	1.46
iDx758I			0.56	1.6
YAL010C	MDM10		3.27	0.34
iDx424I			3.19	0.29
YOR379C				0.9
iHx013I			1.21	0.92
YKL105C			2.12	0.5
YOL028C	YAP7		1.5	0.57
YLR413W			1.02	1.13
YDR059C	UBC5		0.53	1.34
YPR002W	PDH1		1.89	0.53
iMx496I			0.5	1.79
iGx056I			0.52	1.68
iMx162I			1.07	0.77
YER016W	BIM1		3.47	0.26
iMx228I			0.64	1.36
YLR414C			0.95	0.82
iOx411I			0.72	1.54
YOR045W	TOM6		2.91	0.33
YPR003C			3.22	0.36
iBx176I			1.65	0.89
iDx693I			0.63	1.43
iFx099I			5.11	0.19
iHx282I			0.72	1.23
iDx759I			0.5	1.64
iDx425I			2.11	0.49
YER017C	AFG3		2.29	0.47
YJL082W	IML2		1.65	0.79
YKL040C	NFU1		0.76	1.36
iHx014I			0.48	1.86
YGR200C			1.73	0.66
YOR046C	DBP5		2.64	0.47
YJL148W	RPA34		0.62	1.54
iNx120I			0.55	1.66
YOL029C			3.04	0.28
YPL254W	HFI1		1.37	0.69
iCx134I				0.97
iMx497I			0.61	1.79
iGx057I			0.58	1.76
iMx163I			5.61	0.24
iIx240I			0.88	1.34
YAL011W			2.68	0.39
iMx229I			0.75	1.2
YLR415C			0.8	1.2
iOx412I			2.73	0.45
YKL106W	AAT1		3.41	0.41
YPR004C			1.17	0.93
iBx177I			1.54	0.81
iDx694I			0.53	2.02
iHx283I			0.41	1.79
iDx360I			4.52	0.25
iDx426I			1.29	0.64
YER018C	SPC25		0.57	1.38
YJL083W			0.47	2.03
iHx015I			0.8	1.33
YGR201C			0.49	1.77
YOR047C	STD1		0.76	1.28
YJL149W			1.11	0.99
iNx121I			0.64	1.44
YPL255W	BBP1		0.67	1.7
YJL084C			1.33	0.96
iMx498I			0.58	1.6
iCx135I			0.57	1.76
iGx058I			0.5	1.74
YPL190C	NAB3		0.83	1.57
iMx164I			0.86	1.03
iIx241I			1.15	0.97
YAL012W	CYS3		1.49	0.79
YPL256C	CLN2		1.51	0.89
YKL041W	VPS24		0.97	0.95
YLR416C			0.68	1.25
iOx413I			0.54	2.7
YPR005C	HAL1		1.05	1.29
iBx178I			1.25	0.85
iDx695I			0.44	1.83
iHx284I			0.53	2.18
iDx361I			0.76	1.2
YAR030C			1.17	0.82
iNx390I			0.65	1.53
iDx427I			0.74	1.5
iHx016I			0.51	1.69
YGR202C	PCT1		0.51	1.73
YOR048C	RAT1		0.71	1.39
iNx122I			0.88	1.26
YLR350W			0.54	1.67
iCx070I			1.09	1.37
iMx499I			1.4	0.75
iCx136I			0.64	2.1
iGx059I			6.7	0.14
YPL191C			1.78	0.61
iIx242I			1.27	0.81
iMx165I			0.43	1.54
YAL013W	DEP1		0.67	1.01
YLR351C	NIT3		0.65	1.77
YMR304C-A			1.66	0.51
YER019W			0.62	1.85
YKL042W	SPC42		0.82	1.33
iOx414I			2.16	0.47
YPR006C	ICL2		1.19	1.16
iDx696I				1.94
YKL108W	SLD2		1.09	1.14
iBx179I			0.64	1.34
iHx285I			0.59	1.07
iDx362I			1.05	0.7
YAL014C			1.05	0.91
iNx391I			0.98	1.11
iDx428I			2.33	0.42
YJL085W	EXO70		1.74	0.71
YGL120C	PRP43		0.53	1.95
iHx017I			2.87	0.4
YOR049C			0.76	1.41
iNx123I			0.57	1.67
iJx200I			1.4	0.69
YPL257W			1.59	0.73
YLR417W	VPS36		1.51	0.8
iCx071I			3	0.43
YJL086C			0.72	1.61
iCx137I			1.87	0.58
YAR031W			0.99	1.31
YPL192C			4.44	0.28
iMx166I			0.45	1.68
iIx243I			1.41	0.84
iEx320I			0.4	2.2
YKR060W			0.71	1.24
YPL258C	THI21		0.81	1.27
YKL043W	PHD1		0.48	2.09
YLR418C	CDC73		1.21	0.85
YGR203W			0.4	2.04
iOx415I			0.78	1.05
YPR007C	SPO69		1.77	0.72
YKL109W	HAP4		0.65	1.72
iDx697I			0.79	1.24
iHx286I			2.54	0.34
iDx363I			1.89	0.69
YAL015C	NTG1		2.58	0.34
iNx392I			1.05	0.76
iDx429I			0.74	1.4
YGL121C			0.46	2.01
iHx018I			0.88	1.54
iNx124I			1.79	0.46
iJx201I			0.73	1.22
YLR352W			0.56	1.93
YMR310C			0.5	1.97
YLL001W	DNM1		3.73	0.34
iCx072I			1.39	
YJL087C	TRL1		1.18	0.96
iCx138I			2.78	0.31
iMx167I			0.47	1.8
iIx244I			1	1.2
iEx321I			0.51	1.55
iOx350I			0.82	1.19
YKR061W	KTR2		0.99	1.16
YPL259C	APM1		1.55	0.7
YKL044W			0.49	1.76
YGR204W	ADE3		0.88	1.22
iOx416I			1.07	0.97
iDx698I			0.47	1.51
iHx287I			2.06	0.49
iDx364I			1.15	0.8
iNx393I			1.48	0.53
iDx030I			0.66	1.13
iHx019I			0.88	0.96
YPL193W	RSA1		1.84	0.64
iNx125I			1.56	0.61
iJx202I			0.89	1.15
YLR353W	BUD8		1.95	0.58
YMR311C	GLC8		0.51	2.08
YLL002W	KIM2		3.11	0.45
YLR419W			0.56	1.47
iCx073I			3.05	0.32
YPR008W			1.7	0.71
iCx139I			1.43	0.67
YAR033W			0.76	1.34
iMx168I			0.6	1.34
iIx245I			1.1	1.07
iEx322I			0.43	1.93
YAL016W	TPD3		3.43	0.33
YLR354C	TAL1		2	0.34
iOx351I			1.67	0.55
YKR062W	TFA2		1.46	0.75
YLR020C			3.87	0.33
YKL045W	PRI2		0.58	1.85
iOx417I			0.54	2.31
YGR205W			1.17	0.8
iDx699I			0.93	1.44
iDx365I			2.21	0.81
iHx288I			0.55	1.52
iNx394I			1.63	0.53
iDx031I			1.04	0.95
YKR063C	LAS1		1.13	1.08
YJL088W	ARG3		1.37	0.77
iNx060I			0.93	0.97
YKL046C			1.05	1.21
YPL194W	DDC1		0.89	1.21
iNx126I			0.62	1.61
iJx203I			0.61	1.61
YLL003W	SFI1		3.06	0.39
iCx074I			2.72	0.32
YBR260C	RGD1		1.9	0.43
YPR009W			4.73	0.23
iIx180I			1.94	0.46
YMR135W-A			0.43	1.97
iMx169I			1.28	0.79
iIx246I			0.86	1.31
iEx323I			0.55	1.49
YAL017W	FUN31		0.87	1.2
YLR355C	ILV5		0.66	1.16
YGR140W	CBF2		0.69	1.02
iOx352I			0.47	1.95
YGL123W	RPS2		1.28	0.82
iOx418I			1.62	0.79
YGR206W			1.33	0.67
YMR312W			0.71	1.52
iHx289I			1.01	1
iDx366I			0.52	1.9
iNx395I			1.21	0.67
YAL018C			0.74	1.05
iDx032I			0.78	1.12
YJL089W	SIP4		0.65	1.36
iNx061I			0.52	1.69
YGL124C			1.18	0.86
YGR207C			1.1	0.87
YPL195W	APL5		1.14	0.65
iNx127I			0.89	1.14
iJx204I			0.62	1.67
YMR313C			0.56	1.7
iPx310I			2.18	0.55
YLR021W			1.73	0.79
YLL004W	ORC3		2.05	0.57
iCx075I			2.45	0.49
YBR261C			0.55	1.27
iIx181I			1.7	0.47
YLR290C			1.96	0.48
YAR035W	YAT1		0.69	1.42
iIx247I			1.35	0.89
iEx324I			3.25	0.28
YGR141W			0.51	1.67
iOx353I			0.48	2.14
YKR064W			1.28	0.59
YLR022C			1.7	0.77
YKL047W			1.22	1.03
YLL005C			2.53	0.49
iOx419I			1.35	0.84
iDx367I			0.58	1.31
iNx396I			0.41	1.98
iDx033I			0.71	0.95
YKR065C			2.51	0.39
iNx062I			0.59	1.43
YKL048C	ELM1		0.64	1.99
YPL196W			0.64	1.77
YDR510W	SMT3		0.56	1.76
iNx128I			1.23	0.72
iJx205I			0.81	1
YLR356W			0.38	2.19
iPx311I			1.58	0.58
iCx076I			2.84	0.39
YBR262C			0.53	1.76
iIx182I			1.31	0.56
YLR291C	GCD7		0.68	1.27
YPL197C			0.51	1.6
iIx248I			1.84	0.63
iEx325I			0.48	1.54
YAL019W	FUN30		1.59	0.7
iOx354I			0.48	2.21
YGR142W	BTN2		0.86	1.05
YGL125W	MET13		1.16	0.98
YHR100C			1.5	0.68
YLR023C			1.02	1.22
iOx020I			0.82	0.95
YGR208W	SER2		1.2	0.84
YMR314W	PRE5		0.54	1.8
iDx368I			1.08	0.97
iNx397I			0.72	1.35
iDx034I			0.77	0.96
YKR066C	CCP1		1.11	0.99
iNx063I			0.98	0.89
iJx140I			2.06	0.49
YKL049C	CSE4		0.58	1.58
YGR209C	TRX2		1.34	0.72
YDR511W			0.63	1.62
iNx129I			3.25	0.23
iJx206I			2.62	0.33
YLR357W	RSC2		0.46	2.01
iPx312I			0.89	0.87
YLL006W	MMM1		1.71	0.74
iCx077I			2.04	0.45
iIx183I			1.13	0.7
iEx260I			0.6	1.41
YLR292C	SEC72		0.46	2.1
iIx249I			0.9	1.03
YGL060W			0.71	1.48
iEx326I			0.59	1.29
YDR512C			0.73	1.45
YLR358C			0.48	1.54
iOx355I			0.94	0.95
YGR143W	SKN1		0.82	1.34
YGL126W	SCS3		0.52	1.62
YHR101C	BIG1		0.92	1.15
YLR024C			0.79	1.39
iOx021I			0.97	0.84
YLL007C			3.1	0.39
YMR315W			0.62	1.62
iDx369I			1.69	0.5
YBR263W	SHM1		0.6	1.44
YGL061C	DUO1		1.16	0.78
iNx398I			0.65	1.24
iDx035I			0.85	1.05
iNx064I			0.48	1.67
iJx141I			0.49	2.25
YGL127C	SOH1		0.63	1.58
YPL198W	RPL7B		0.68	1.75
iJx207I			1.66	0.42
iPx313I			2.22	0.36
iCx078I			1.28	0.68
YBR264C	YPT10		0.65	1.4
iIx184I			0.59	1.28
iEx261I			0.55	1.7
YLR293C	GSP1		0.42	1.78
iOx290I			0.47	1.31
YPL199C			0.89	1.25
iEx327I			0.65	1.34
iOx356I			3.07	0.31
YGR144W	THI4		0.69	1.38
YKR067W			0.72	1.51
iOx022I			0.7	1.07
YMR250W			2.06	0.56
YMR316W			0.81	1.06
iNx399I			1.35	0.63
iDx036I			0.62	1.59
YKR068C	BET3		0.98	1.32
iNx065I			0.47	1.98
iJx142I			0.48	1.77
YGL128C			0.55	1.68
YDR513W	TTR1		0.77	1.14
iJx208I			2.15	0.45
YLR359W	ADE13		0.61	1.6
YHR102W	NRK1		0.53	1.7
iPx314I			4.2	0.22
YLR025W	SNF7		0.96	1.03
iCx079I			1.35	1.02
YLL008W	DRS1		3	0.42
iIx185I			0.65	1.28
iEx262I			4.06	0.23
YLR294C			0.4	1.91
iOx291I			1.15	0.71
YGL062W				1.21
iEx328I			2.67	0.23
YDR514C			0.68	1.38
YHL020C	OPI1		0.85	1.3
iOx357I			0.87	1.11
iGx511I			2.83	0.33
YGR145W			1.63	0.54
YLR026C	SED5		1.19	0.92
iOx023I			1.46	0.71
iKx100I			0.82	1.1
YLL009C	COX17		0.68	1.33
YMR251W			1.78	0.44
YMR317W			0.88	1.16
YBR265W	TSC10		0.54	1.77
iDx037I			0.86	1.21
YGR146C			1.4	0.7
iNx066I			0.83	1.07
iJx143I			3.74	0.33
YGL129C			1.19	0.89
YMR252C			1.36	0.74
iJx209I			1.2	0.6
YMR318C			0.59	1.59
YHR103W	SBE22		0.65	1.29
iPx315I			0.62	0.99
YBR266C			0.71	1.17
iIx186I			2.34	0.4
iEx263I			0.65	1.39
YLR295C	ATP14		0.45	1.43
iOx292I			0.71	1.4
YGR080W	TWF1		1.52	0.54
YGL063W	PUS2		0.46	1.94
iEx329I			0.46	1.72
YHL021C			0.89	1.07
iOx358I			0.55	1.73
iGx512I			0.63	1.4
YKR069W	MET1		1.13	1
YLR027C	AAT2		0.56	1.67
iOx024I			1.47	0.64
iKx101I			0.62	1.52
YGR081C			1.67	0.57
YGL064C			0.69	1.86
iDx038I			0.57	1.92
iNx067I			0.6	1.18
iJx144I			1.55	0.86
YMR253C			0.86	1.31
iPx250I			0.45	1.68
YDR515W	SLF1		0.79	1.01
YMR319C	FET4		0.48	1.35
YHR104W	GRE3		0.73	1.27
iPx316I			0.97	0.62
iIx187I			1.13	0.57
iOx293I			0.41	2.02
iKx370I			0.57	1.9
YDR516C			0.89	1.17
YHL022C	SPO11		1.29	0.74
iOx359I			0.49	2.1
iGx513I			0.63	1.58
YLR028C	ADE16		1.13	1.11
iOx025I			1.15	1.03
iKx102I			0.5	1.67
YGL065C	ALG2		2.94	0.48
YBR267W			0.98	0.76
iDx039I			0.64	1.64
YGR148C	RPL24B		0.73	1.4
YDR450W	RPS18A		0.91	1.44
iNx068I			1.91	0.45
iJx145I			0.52	1.67
YLR296W			0.47	1.88
YMR254C			0.82	1
iPx251I			0.95	0.94
iPx317I			0.58	1.1
YHR105W			0.92	0.89
iEx265I			2.08	0.49
iIx188I			0.97	0.75
YDR451C			0.54	1.48
iOx294I			2.26	0.33
iKx371I			0.59	1.81
YGR082W	TOM20		1.73	0.56
YDL100C			0.49	1.69
YHL023C			1.65	0.53
iGx514I			0.32	1.97
YLR029C	RPL15A		0.63	1.43
iOx026I			1.36	0.57
iKx103I			0.55	1.4
YGR083C	GCD2		1.18	0.95
iJx080I			0.61	1.86
YBR268W	MRPL37		2.19	0.37
iBx300I			2.68	0.44
iNx069I			0.65	1.09
iJx146I			0.35	1.98
YLR297W			0.4	1.97
YHR040W			0.47	1.62
iPx252I			1.37	0.59
YDR517W	GRH1		0.93	1.11
iPx318I			0.6	1.12
YHR106W	TRR2		2.04	0.52
YBR269C			1.8	0.44
iIx189I			1.3	0.65
iEx266I			1.8	0.38
YLR298C	YHC1		0.48	2.41
iOx295I			2.04	0.39
iKx372I			0.57	1.26
YGL066W			1.68	0.71
YHR041C	SRB2		0.58	1.45
YDL101C	DUN1		1.76	0.54
iGx515I			0.48	1.75
YGR149W			1.79	0.55
YHR107C	CDC12		1.83	0.5
YNL130C	CPT1		1.18	0.95
iKx104I			0.58	1.59
YMR255W	GFD1		1.96	0.56
YGR084C	MRP13		0.58	1.66
iJx081I			0.64	1.47
YMR190C				0.66
iJx147I			0.45	
YDR452W			0.77	1.46
iBx301I			0.64	1.55
YMR256C	COX7		2.84	0.31
iPx253I			0.55	1.36
iLx330I			0.53	1.49
YDR518W	EUG1		1.5	0.83
YHL024W	NOS1		2.31	0.47
iPx319I			0.64	0.91
iEx267I			0.53	1.49
YDR453C			1.16	0.97
iAx010I			1.04	0.77
iOx296I			0.48	2.18
iKx373I			0.94	1
iGx450I			2.04	0.6
YGL067W			0.57	1.82
iGx516I			0.92	0.85
iOx028I			0.6	1.34
iKx105I			0.74	1.13
YGR085C	RPL11B		0.86	1.18
iJx082I			0.95	1.05
iJx148I			0.69	1.58
YLR299W	ECM38		0.54	1.9
iBx302I			0.66	1.56
YMR257C	PET111		1.2	0.9
iPx254I			0.4	1.69
iLx331I			0.42	2.21
YHR042W	NCP1		1.19	0.88
YDR519W	FKB2		2.07	0.42
YDL102W	CDC2		1.47	0.61
YHL025W	SNF6		0.93	1.06
YHR108W			0.64	1.5
iEx268I			0.9	0.67
YDR454C	GUK1		0.86	1.09
iOx297I				1.8
iKx374I			1.71	0.53
iGx451I			1.18	0.88
YDR120C	TRM1		0.9	1.16
YHR043C	DOG2		1.61	0.69
YGL068W			0.76	1.41
iKx040I			0.68	1.6
YDL103C	QRI1		0.68	1.53
YHL026C			2.07	0.5
YMR191W			0.55	2.14
iGx517I			1.47	0.6
iOx029I			0.86	1.08
iKx106I			4.66	0.2
YGR086C			0.77	1.5
iFx160I			2.47	0.52
iJx083I			1.37	0.63
YGL069C			0.72	1.55
iJx149I			3.45	0.34
iBx303I			1.91	0.49
iDx820I			0.55	2
YMR258C			0.76	1.56
iPx255I			0.44	1.85
iLx332I			0.49	1.84
YIR001C	SGN1		2.49	0.31
YHR109W			0.7	1.41
YNL132W			0.69	1.27
iEx269I			0.91	0.85
YDR455C			0.55	2.56
iOx298I			0.47	2.06
iKx375I			0.96	1.24
iGx452I			0.84	1.23
YHR044C	DOG1		1.36	0.73
iKx041I			0.67	1.5
YDL104C	QRI7		0.7	1.67
YMR192W			0.66	1.56
iGx518I			1.36	0.78
YNL133C				1.66
iKx107I			1.44	0.42
YGR087C	PDC6		0.53	2.19
iJx084I			2.83	0.34
iPx190I			1.55	0.65
iBx304I			1.23	0.93
iDx821I			1.07	1.08
YMR259C			0.66	1.25
YDR121W	DPB4		0.58	1.97
iLx333I			0.86	
iPx256I			0.53	1.48
YHL027W	RIM101		1.14	0.85
YIR002C	MPH1		2.64	0.43
YJL210W	PEX2		0.54	1.8
YDR390C	UBA2		2.16	0.56
iAx013I			0.51	1
iOx299I			1.44	0.5
iKx376I			0.8	0.95
iGx453I			2.03	0.46
iKx042I			1.61	0.73
YMR193W	MRPL24		0.51	1.57
iGx519I			0.87	0.86
YJL211C			0.46	1.65
YNL134C			0.56	1.9
iKx108I			1.72	0.49
iJx085I			0.55	1.31
iPx191I			0.54	1.49
YDR456W	NHX1		0.41	2.39
iBx305I			1.81	0.57
iDx822I			2.24	0.76
YDR122W	KIN1		1.15	0.91
iPx257I			0.45	1.76
iLx334I			0.77	1.35
YHR045W			2.28	0.42
YDL105W	QRI2		0.69	1.72
YHL028W	WSC4		0.67	1.7
YDR391C			0.65	1.91
YDL040C	NAT1		0.89	0.91
iGx454I			0.82	1.07
YGR088W	CTT1		0.45	2.33
YDR123C	INO2		1.77	0.55
YHR046C			2.25	0.47
iKx043I			0.88	1
YDL106C	GRF10		0.87	0.83
YHL029C			1.95	0.66
YMR194W	RPL36A		0.48	1.66
iGx120I			0.59	1.71
YJL212C			0.7	1.51
YNL135C	FPR1		0.57	1.67
iKx109I			0.54	1.51
YIR003W			1.72	0.56
iJx086I			0.68	0.97
iBx240I			0.58	1.23
iPx192I				1.82
YDR457W	TOM1		1.25	0.45
iBx306I			0.74	1.34
iDx823I			2.21	0.96
